therefore;daher, deshalb;It is raining; therefore, we stayed inside.;Es regnet, deshalb sind wir drinnen geblieben.
these;diese/r/s (Plural);These apples are fresh.;Diese Äpfel sind frisch.
this;diese/r/s;This is my favorite book.;Dies ist mein Lieblingsbuch.
those;diese (Plural);Those shoes are expensive.;Jene Schuhe sind teuer.
though;aber, jedoch;Though it was difficult, he did not give up.;Obwohl es schwierig war, gab er nicht auf.
through;durch;She walked through the forest.;Sie ging durch den Wald.
throughout;durchweg, die ganze Zeit;The festival lasted throughout the summer.;Das Festival dauerte den ganzen Sommer.
thus;dadurch, demnach;Thus, we can conclude the experiment was successful.;Dadurch können wir schließen, dass das Experiment erfolgreich war.
today;heute;Today is a beautiful day.;Heute ist ein schöner Tag.
together;zusammen;They worked together on the project.;Sie haben gemeinsam an dem Projekt gearbeitet.
tonight;heute Abend;We will have dinner together tonight.;Wir werden heute Abend zusammen essen.
too;zu;It is too hot outside.;Es ist draußen zu heiß.
too expensive;zu teuer;The car is too expensive to buy.;Das Auto ist zu teuer, um es zu kaufen.
under;unter;The cat is hiding under the table.;Die Katze versteckt sich unter dem Tisch.
until;bis;We waited until the movie started.;Wir warteten, bis der Film begann.
up;hinauf, nach oben;The balloon floated up into the sky.;Der Ballon schwebte hinauf in den Himmel.
usually;normalerweise;I usually have coffee in the morning.;Normalerweise trinke ich morgens Kaffee.
very;sehr;The exam was very challenging.;Die Prüfung war sehr herausfordernd.
what;was;What did you say?;Was hast du gesagt?
when;wann;When is the meeting scheduled?;Wann ist die Besprechung angesetzt?
where;wo;Where did you leave your keys?;Wo hast du deine Schlüssel gelassen?
whether;ob;She asked whether he would join her.;Sie fragte, ob er sich ihr anschließen würde.
which;welche/r/s;Which color do you prefer?;Welche Farbe bevorzugst du?
while;während;She read a book while waiting for the bus.;Sie las ein Buch, während sie auf den Bus wartete.
who;wer;Who is coming to the party?;Wer kommt zur Party?
whose;wessen;Whose jacket is this?;Wessen Jacke ist das?
why;warum;Why are you late?;Warum bist du zu spät?
with;mit;He goes to school with his friends.;Er geht mit seinen Freunden zur Schule.
within;innerhalb;You must complete the task within an hour.;Du musst die Aufgabe innerhalb einer Stunde erledigen.
without;ohne;She went out without her umbrella.;Sie ging ohne ihren Regenschirm aus.
yes;ja;Yes, I agree with you.;Ja, ich stimme dir zu.
yet;schon, dennoch;He hasn’t finished his work yet.;Er hat seine Arbeit noch nicht beendet.
